instance_id,message_family_id,variant,romanized_message,source_register,domain,intent,speaker_role,recipient_role,authority_relation,relative_age,familiarity,setting,changed_cue_from_A,comparison_ids,primary_register,secondary_register,acceptable_registers,answerability,gold_confidence,reason_codes,english_token_ratio,code_mix_level,spelling_noise_level,authoring_source,human_revision_status,split,dataset_version
F060-B,F060,B,Shipment er kagojgulo ajke pawa jabe?,UNCLEAR,PROFESSIONAL,REQUEST,LOGISTICS_STAFF,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F060-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F060-C,F060,C,Shipment er kagojgulo ajke pawa jabe?,UNCLEAR,PROFESSIONAL,REQUEST,LOGISTICS_STAFF,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F060-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F061-A,F061,A,Hajirar sheet ta ekbar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F061-B|F061-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F061-B,F061,B,Hajirar sheet ta ekbar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F061-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F061-C,F061,C,Hajirar sheet ta ekbar pathano jabe?,UNCLEAR,PROFESSIONAL,REQUEST,STAFF_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F061-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F062-A,F062,A,Presentation er khosra ta dekha jabe?,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F062-B|F062-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F062-B,F062,B,Presentation er khosra ta dekha jabe?,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F062-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F062-C,F062,C,Presentation er khosra ta dekha jabe?,UNCLEAR,PROFESSIONAL,REQUEST,TEAM_MEMBER,WORKPLACE_CONTACT,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F062-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F063-A,F063,A,Customer er obhijog ta niye kotha bola dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,SERVICE_STAFF,WORKPLACE_CONTACT,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F063-B|F063-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F063-B,F063,B,Customer er obhijog ta niye kotha bola dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,SERVICE_STAFF,WORKPLACE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F063-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F063-C,F063,C,Customer er obhijog ta niye kotha bola dorkar.,UNCLEAR,PROFESSIONAL,FOLLOW_UP,SERVICE_STAFF,WORKPLACE_CONTACT,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F063-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F064-A,F064,A,Interview er shomoy ta confirm kora jabe?,UNCLEAR,PROFESSIONAL,CONFIRMATION,APPLICANT,WORKPLACE_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F064-B|F064-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F064-B,F064,B,Interview er shomoy ta confirm kora jabe?,UNCLEAR,PROFESSIONAL,CONFIRMATION,APPLICANT,WORKPLACE_CONTACT,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F064-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F064-C,F064,C,Interview er shomoy ta confirm kora jabe?,UNCLEAR,PROFESSIONAL,CONFIRMATION,APPLICANT,WORKPLACE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F064-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F065-A,F065,A,Bazarer talika ta ekbar pathano jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F065-B|F065-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F065-B,F065,B,Bazarer talika ta ekbar pathano jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F065-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F065-C,F065,C,Bazarer talika ta ekbar pathano jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F065-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F066-A,F066,A,Daktar dekhanor shomoy ta mone ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F066-B|F066-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F066-B,F066,B,Daktar dekhanor shomoy ta mone ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F066-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F066-C,F066,C,Daktar dekhanor shomoy ta mone ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,INFORMAL,SETTING,F066-A,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F067-A,F067,A,Mehman koto tay ashbe jana ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F067-B|F067-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F067-B,F067,B,Mehman koto tay ashbe jana ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F067-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F067-C,F067,C,Mehman koto tay ashbe jana ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F067-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F068-A,F068,A,Bidyut bil ta ajke deya jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F068-B|F068-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F068-B,F068,B,Bidyut bil ta ajke deya jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F068-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F068-C,F068,C,Bidyut bil ta ajke deya jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,SETTING,F068-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F069-A,F069,A,School theke bachchake anar shomoy ta jana ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F069-B|F069-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F069-B,F069,B,School theke bachchake anar shomoy ta jana ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F069-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F069-C,F069,C,School theke bachchake anar shomoy ta jana ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,SETTING,F069-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F070-A,F070,A,Rater khabar ta koto tay hobe?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F070-B|F070-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F070-B,F070,B,Rater khabar ta koto tay hobe?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F070-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F070-C,F070,C,Rater khabar ta koto tay hobe?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F070-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F071-A,F071,A,Bashar chabi ta kothay rakha ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F071-B|F071-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F071-B,F071,B,Bashar chabi ta kothay rakha ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F071-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F071-C,F071,C,Bashar chabi ta kothay rakha ache?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F071-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F072-A,F072,A,Paribarer onushthan ta shukrobar rakha jabe?,UNCLEAR,FAMILY,SUGGESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F072-B|F072-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F072-B,F072,B,Paribarer onushthan ta shukrobar rakha jabe?,UNCLEAR,FAMILY,SUGGESTION,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F072-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F072-C,F072,C,Paribarer onushthan ta shukrobar rakha jabe?,UNCLEAR,FAMILY,SUGGESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F072-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F073-A,F073,A,Train er ticket ta kata hoyeche ki?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F073-B|F073-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING|KINSHIP,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F073-B,F073,B,Train er ticket ta kata hoyeche ki?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F073-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F073-C,F073,C,Train er ticket ta kata hoyeche ki?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F073-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING|KINSHIP,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F074-A,F074,A,Bank e jawar kaj ta ajke kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F074-B|F074-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F074-B,F074,B,Bank e jawar kaj ta ajke kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F074-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING|KINSHIP,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F074-C,F074,C,Bank e jawar kaj ta ajke kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,INFORMAL,SETTING,F074-A,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F075-A,F075,A,Oshudh ta ferar shomoy niye asha jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F075-B|F075-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F075-B,F075,B,Oshudh ta ferar shomoy niye asha jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F075-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F075-C,F075,C,Oshudh ta ferar shomoy niye asha jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F075-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F076-A,F076,A,Parcel ta dupure grohon kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F076-B|F076-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F076-B,F076,B,Parcel ta dupure grohon kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F076-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F076-C,F076,C,Parcel ta dupure grohon kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,SETTING,F076-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F077-A,F077,A,Ghor ta ajke porishkar kora dorkar.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F077-B|F077-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F077-B,F077,B,Ghor ta ajke porishkar kora dorkar.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F077-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F077-C,F077,C,Ghor ta ajke porishkar kora dorkar.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,SETTING,F077-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F078-A,F078,A,Phone e taka bhora hoyeche ki?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F078-B|F078-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F078-B,F078,B,Phone e taka bhora hoyeche ki?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F078-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F078-C,F078,C,Phone e taka bhora hoyeche ki?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F078-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F079-A,F079,A,Chhader leak ta kokhon thik kora hobe?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F079-B|F079-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F079-B,F079,B,Chhader leak ta kokhon thik kora hobe?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F079-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F079-C,F079,C,Chhader leak ta kokhon thik kora hobe?,UNCLEAR,FAMILY,QUESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F079-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F080-A,F080,A,Atmiyer number ta ekbar pathano jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F080-B|F080-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
